kind,index,value
SAM,S-I.HURBUPP,2.06292717282953220e+00
SAM,S-I.ROW,1.55569876961203635e+00
SAM,S-I.TOTAL,5.65033818884564898e+00
SAM,TAR.CAGEX,5.43437899993817058e-03
SAM,TAR.CAGFO,7.90243664860111952e-03
SAM,TAR.CMINE,2.63523233688721589e-02
SAM,TAR.CNAFO,4.02191480316307082e-02
SAM,TAR.CNALM,1.73140921983089058e+00
SAM,TAR.CNASE,5.32939714386995791e-02
SAM,TAR.TOTAL,1.86461147831863228e+00
SAM,TOTAL.AAGEX,4.39601387558160983e+00
SAM,TOTAL.AAGFO,1.18663000435853694e+00
SAM,TOTAL.AAGOT,2.27899079943089289e+00
SAM,TOTAL.AMINE,2.28541157648941251e+00
SAM,TOTAL.ANAFO,5.39988240691101495e+00
SAM,TOTAL.ANAHI,4.26304525057395711e+00
SAM,TOTAL.ANALM,1.33644790180860600e+01
SAM,TOTAL.ANASE,1.97645922740190834e+01
SAM,TOTAL.ATAX,1.48152710001709820e+00
SAM,TOTAL.CAGEX,4.41894254744696457e+00
SAM,TOTAL.CAGFO,1.22886479186419662e+00
SAM,TOTAL.CAGOT,2.27899079943089289e+00
SAM,TOTAL.CAPLSC,1.71636772742702082e+00
SAM,TOTAL.CAPOT,1.08437981296667854e+01
SAM,TOTAL.CAPSH,2.63274921480057655e-01
SAM,TOTAL.CMINE,2.41377083600751918e+00
SAM,TOTAL.CNAFO,5.60033712166872100e+00
SAM,TOTAL.CNAHI,4.26304525057395800e+00
SAM,TOTAL.CNALM,2.23782025675914618e+01
SAM,TOTAL.CNASE,2.02696151968465941e+01
SAM,TOTAL.ENTR,1.13883639546811768e+01
SAM,TOTAL.GOV,6.94480892698172969e+00
SAM,TOTAL.HLSLOW,1.06333247067336489e-01
SAM,TOTAL.HLSUPP,9.24329396038776707e+00
SAM,TOTAL.HSHHLD,1.84013238845738369e+00
SAM,TOTAL.HURBLOW,2.61109251967242617e+00
SAM,TOTAL.HURBUPP,1.23823418548807194e+01
SAM,TOTAL.LABSK,9.81120055396101520e+00
SAM,TOTAL.LABUSKF,7.57246966501350482e-01
SAM,TOTAL.LABUSKIF,2.18115381542087272e+00
SAM,TOTAL.LABUSKLS,1.06333247067339320e-01
SAM,TOTAL.LANDLS,4.59653333253084939e-01
SAM,TOTAL.LANDSH,1.36394339130032266e-01
SAM,TOTAL.ROW,8.07608699626115012e+00
SAM,TOTAL.S-I,5.65033818884565076e+00
SAM,TOTAL.TAR,1.86461147831863139e+00
SAM,TOTAL.YTAX,3.72558512807372200e+00
SAM,YTAX.ENTR,1.66376048134621413e+00
SAM,YTAX.HLSUPP,6.87958287589462092e-01
SAM,YTAX.HSHHLD,2.28433046674515437e-02
SAM,YTAX.HURBLOW,1.12891450463665610e-01
SAM,YTAX.HURBUPP,1.23813160400692901e+00
SAM,YTAX.TOTAL,3.72558512807372244e+00
SET.A,AAGEX,0
SET.A,AAGFO,1
SET.A,AAGOT,2
SET.A,AMINE,3
SET.A,ANAFO,4
SET.A,ANAHI,6
SET.A,ANALM,5
SET.A,ANASE,7
SET.AC,AAGEX,0
SET.AC,AAGFO,1
SET.AC,AAGOT,2
SET.AC,ACTTAX,48
SET.AC,AMINE,3
SET.AC,ANAFO,4
SET.AC,ANAHI,6
SET.AC,ANALM,5
SET.AC,ANASE,7
SET.AC,ATAX,32
SET.AC,CAGEX,8
SET.AC,CAGFO,9
SET.AC,CAGOT,10
SET.AC,CAPLSC,20
SET.AC,CAPOT,22
SET.AC,CAPSH,21
SET.AC,CMINE,11
SET.AC,CNAFO,12
SET.AC,CNAHI,14
SET.AC,CNALM,13
SET.AC,CNASE,15
SET.AC,COMTAX,49
SET.AC,DSTK,39
SET.AC,DUM,50
SET.AC,ENTR,30
SET.AC,ETAX,35
SET.AC,EXPTAX,46
SET.AC,FACTAX,44
SET.AC,GOV,36
SET.AC,HLSLOW,26
SET.AC,HLSUPP,25
SET.AC,HSHHLD,27
SET.AC,HURBLOW,29
SET.AC,HURBUPP,28
SET.AC,IMPTAX,45
SET.AC,INSTAX,43
SET.AC,LABSK,19
SET.AC,LABUSKF,17
SET.AC,LABUSKIF,18
SET.AC,LABUSKLS,16
SET.AC,LANDLS,23
SET.AC,LANDSH,24
SET.AC,ROW,37
SET.AC,S-I,38
SET.AC,STAX,33
SET.AC,TAR,34
SET.AC,TOTAL,51
SET.AC,TRNCSTDOM,40
SET.AC,TRNCSTEXP,41
SET.AC,TRNCSTIMP,42
SET.AC,VATAX,47
SET.AC,YTAX,31
SET.ACNT,AAGEX,0
SET.ACNT,AAGFO,1
SET.ACNT,AAGOT,2
SET.ACNT,ACTTAX,48
SET.ACNT,AMINE,3
SET.ACNT,ANAFO,4
SET.ACNT,ANAHI,6
SET.ACNT,ANALM,5
SET.ACNT,ANASE,7
SET.ACNT,ATAX,32
SET.ACNT,CAGEX,8
SET.ACNT,CAGFO,9
SET.ACNT,CAGOT,10
SET.ACNT,CAPLSC,20
SET.ACNT,CAPOT,22
SET.ACNT,CAPSH,21
SET.ACNT,CMINE,11
SET.ACNT,CNAFO,12
SET.ACNT,CNAHI,14
SET.ACNT,CNALM,13
SET.ACNT,CNASE,15
SET.ACNT,COMTAX,49
SET.ACNT,DSTK,39
SET.ACNT,DUM,50
SET.ACNT,ENTR,30
SET.ACNT,ETAX,35
SET.ACNT,EXPTAX,46
SET.ACNT,FACTAX,44
SET.ACNT,GOV,36
SET.ACNT,HLSLOW,26
SET.ACNT,HLSUPP,25
SET.ACNT,HSHHLD,27
SET.ACNT,HURBLOW,29
SET.ACNT,HURBUPP,28
SET.ACNT,IMPTAX,45
SET.ACNT,INSTAX,43
SET.ACNT,LABSK,19
SET.ACNT,LABUSKF,17
SET.ACNT,LABUSKIF,18
SET.ACNT,LABUSKLS,16
SET.ACNT,LANDLS,23
SET.ACNT,LANDSH,24
SET.ACNT,ROW,37
SET.ACNT,S-I,38
SET.ACNT,STAX,33
SET.ACNT,TAR,34
SET.ACNT,TRNCSTDOM,40
SET.ACNT,TRNCSTEXP,41
SET.ACNT,TRNCSTIMP,42
SET.ACNT,VATAX,47
SET.ACNT,YTAX,31
SET.ALEO,AAGEX,0
SET.ALEO,AAGFO,1
SET.ALEO,AAGOT,2
SET.ALEO,AMINE,3
SET.ALEO,ANAFO,4
SET.ALEO,ANAHI,6
SET.ALEO,ANALM,5
SET.ALEO,ANASE,7
SET.C,CAGEX,0
SET.C,CAGFO,1
SET.C,CAGOT,2
SET.C,CMINE,3
SET.C,CNAFO,4
SET.C,CNAHI,6
SET.C,CNALM,5
SET.C,CNASE,7
SET.CD,CAGEX,0
SET.CD,CAGFO,1
SET.CD,CAGOT,2
SET.CD,CMINE,3
SET.CD,CNAFO,4
SET.CD,CNAHI,6
SET.CD,CNALM,5
SET.CD,CNASE,7
SET.CDM,CAGEX,0
SET.CDM,CAGFO,1
SET.CDM,CAGOT,2
SET.CDM,CMINE,3
SET.CDM,CNAFO,4
SET.CDM,CNAHI,6
SET.CDM,CNALM,5
SET.CDM,CNASE,7
SET.CE,CAGEX,0
SET.CE,CAGFO,1
SET.CE,CAGOT,2
SET.CE,CMINE,3
SET.CE,CNAFO,4
SET.CE,CNALM,5
SET.CE,CNASE,6
SET.CEN,CNAHI,0
SET.CINV,CAGOT,0
SET.CINV,CNAFO,1
SET.CINV,CNAHI,3
SET.CINV,CNALM,2
SET.CINV,CNASE,4
SET.CM,CAGEX,0
SET.CM,CAGFO,1
SET.CM,CMINE,2
SET.CM,CNAFO,3
SET.CM,CNALM,4
SET.CM,CNASE,5
SET.CMN,CAGOT,0
SET.CMN,CNAHI,1
SET.CX,CAGEX,0
SET.CX,CAGFO,1
SET.CX,CAGOT,2
SET.CX,CMINE,3
SET.CX,CNAFO,4
SET.CX,CNAHI,6
SET.CX,CNALM,5
SET.CX,CNASE,7
SET.F,CAPLSC,4
SET.F,CAPOT,6
SET.F,CAPSH,5
SET.F,LABSK,3
SET.F,LABUSKF,1
SET.F,LABUSKIF,2
SET.F,LABUSKLS,0
SET.F,LANDLS,7
SET.F,LANDSH,8
SET.H,HLSLOW,1
SET.H,HLSUPP,0
SET.H,HSHHLD,2
SET.H,HURBLOW,4
SET.H,HURBUPP,3
SET.INS,ENTR,5
SET.INS,GOV,6
SET.INS,HLSLOW,1
SET.INS,HLSUPP,0
SET.INS,HSHHLD,2
SET.INS,HURBLOW,4
SET.INS,HURBUPP,3
SET.INS,ROW,7
SET.INSD,ENTR,5
SET.INSD,GOV,6
SET.INSD,HLSLOW,1
SET.INSD,HLSUPP,0
SET.INSD,HSHHLD,2
SET.INSD,HURBLOW,4
SET.INSD,HURBUPP,3
SET.INSDNG,ENTR,5
SET.INSDNG,HLSLOW,1
SET.INSDNG,HLSUPP,0
SET.INSDNG,HSHHLD,2
SET.INSDNG,HURBLOW,4
SET.INSDNG,HURBUPP,3
TABS0,,3.05902316379481718e+01
TAXPAR,ACTTAX.AAGEX,1.06936928930013053e-01
TAXPAR,ACTTAX.AAGFO,-2.31759999999999987e-02
TAXPAR,ACTTAX.AAGOT,1.38020903548532331e-01
TAXPAR,ACTTAX.AMINE,9.02110452672124641e-02
TAXPAR,ACTTAX.ANAFO,-4.42260000000000014e-02
TAXPAR,ACTTAX.ANAHI,2.18988812488860596e-01
TAXPAR,ACTTAX.ANALM,4.79137014514098347e-01
TAXPAR,ACTTAX.ANASE,5.15634395268381618e-01
TAXPAR,COMTAX.CAGEX,0.00000000000000000e+00
TAXPAR,COMTAX.CAGFO,0.00000000000000000e+00
TAXPAR,COMTAX.CAGOT,0.00000000000000000e+00
TAXPAR,COMTAX.CMINE,0.00000000000000000e+00
TAXPAR,COMTAX.CNAFO,0.00000000000000000e+00
TAXPAR,COMTAX.CNAHI,0.00000000000000000e+00
TAXPAR,COMTAX.CNALM,0.00000000000000000e+00
TAXPAR,COMTAX.CNASE,0.00000000000000000e+00
TAXPAR,EXPTAX.CAGEX,0.00000000000000000e+00
TAXPAR,EXPTAX.CAGFO,0.00000000000000000e+00
TAXPAR,EXPTAX.CAGOT,0.00000000000000000e+00
TAXPAR,EXPTAX.CMINE,0.00000000000000000e+00
TAXPAR,EXPTAX.CNAFO,0.00000000000000000e+00
TAXPAR,EXPTAX.CNAHI,0.00000000000000000e+00
TAXPAR,EXPTAX.CNALM,0.00000000000000000e+00
TAXPAR,EXPTAX.CNASE,0.00000000000000000e+00
TAXPAR,FACTAX.CAPLSC,0.00000000000000000e+00
TAXPAR,FACTAX.CAPOT,0.00000000000000000e+00
TAXPAR,FACTAX.CAPSH,0.00000000000000000e+00
TAXPAR,FACTAX.LABSK,0.00000000000000000e+00
TAXPAR,FACTAX.LABUSKF,0.00000000000000000e+00
TAXPAR,FACTAX.LABUSKIF,0.00000000000000000e+00
TAXPAR,FACTAX.LABUSKLS,0.00000000000000000e+00
TAXPAR,FACTAX.LANDLS,0.00000000000000000e+00
TAXPAR,FACTAX.LANDSH,0.00000000000000000e+00
TAXPAR,IMPTAX.CAGEX,5.43437899993817058e-03
TAXPAR,IMPTAX.CAGFO,7.90243664860111952e-03
TAXPAR,IMPTAX.CAGOT,0.00000000000000000e+00
TAXPAR,IMPTAX.CMINE,2.63523233688721589e-02
TAXPAR,IMPTAX.CNAFO,4.02191480316307082e-02
TAXPAR,IMPTAX.CNAHI,0.00000000000000000e+00
TAXPAR,IMPTAX.CNALM,1.73140921983089058e+00
TAXPAR,IMPTAX.CNASE,5.32939714386995791e-02
TAXPAR,INSTAX.ENTR,1.66376048134621413e+00
TAXPAR,INSTAX.GOV,0.00000000000000000e+00
TAXPAR,INSTAX.HLSLOW,0.00000000000000000e+00
TAXPAR,INSTAX.HLSUPP,6.87958287589462092e-01
TAXPAR,INSTAX.HSHHLD,2.28433046674515437e-02
TAXPAR,INSTAX.HURBLOW,1.12891450463665610e-01
TAXPAR,INSTAX.HURBUPP,1.23813160400692901e+00
TAXPAR,VATAX.AAGEX,0.00000000000000000e+00
TAXPAR,VATAX.AAGFO,0.00000000000000000e+00
TAXPAR,VATAX.AAGOT,0.00000000000000000e+00
TAXPAR,VATAX.AMINE,0.00000000000000000e+00
TAXPAR,VATAX.ANAFO,0.00000000000000000e+00
TAXPAR,VATAX.ANAHI,0.00000000000000000e+00
TAXPAR,VATAX.ANALM,0.00000000000000000e+00
TAXPAR,VATAX.ANASE,0.00000000000000000e+00
TINS0,ENTR,1.46093019854913131e-01
TINS0,HLSLOW,0.00000000000000000e+00
TINS0,HLSUPP,7.44278274106302956e-02
TINS0,HSHHLD,1.24139463066575868e-02
TINS0,HURBLOW,4.32353314228131475e-02
TINS0,HURBUPP,9.99917155024190735e-02
TRII0,HLSUPP.ENTR,5.51622912952789690e+00
TRII0,HSHHLD.HURBLOW,1.82228231895448761e-01
TRII0,HSHHLD.HURBUPP,8.11583284221007867e-02
TRII0,HURBUPP.ENTR,3.30154786740274364e+00
WF0,CAPLSC,1.00000000000000000e+00
WF0,CAPOT,1.00000000000000000e+00
WF0,CAPSH,1.00000000000000000e+00
WF0,LABSK,3.19010523586690162e+01
WF0,LABUSKF,1.13168378558724592e+00
WF0,LABUSKIF,8.66224708268813703e-01
WF0,LABUSKLS,3.74853690845347531e-01
WF0,LANDLS,9.18289202070276089e-01
WF0,LANDSH,4.76603323537746412e-02
YF0,CAPLSC,1.71636772742702082e+00
YF0,CAPOT,1.08437981296667871e+01
YF0,CAPSH,2.63274921480057544e-01
YF0,LABSK,9.81120055396101520e+00
YF0,LABUSKF,7.57246966501350705e-01
YF0,LABUSKIF,2.18115381542087272e+00
YF0,LABUSKLS,1.06333247067336364e-01
YF0,LANDLS,4.59653333253085050e-01
YF0,LANDSH,1.36394339130032266e-01
YG0,,6.94480892698172969e+00
YI0,ENTR,1.13883639546811768e+01
YI0,HLSLOW,1.06333247067336489e-01
YI0,HLSUPP,9.24329396038776707e+00
YI0,HSHHLD,1.84013238845738369e+00
YI0,HURBLOW,2.61109251967242617e+00
YI0,HURBUPP,1.23823418548807194e+01
YIF0,ENTR.CAPOT,1.07151472567362731e+01
YIF0,HLSLOW.LABUSKLS,1.06333247067339320e-01
YIF0,HLSUPP.CAPLSC,1.71636772742702082e+00
YIF0,HLSUPP.LABSK,8.11060905338597427e-01
YIF0,HLSUPP.LANDLS,4.59653333253084939e-01
YIF0,HSHHLD.CAPSH,2.63274921480057655e-01
YIF0,HSHHLD.LABUSKIF,6.97030090759938159e-01
YIF0,HSHHLD.LANDSH,1.36394339130032266e-01
YIF0,HURBLOW.CAPOT,1.28650872930512999e-01
YIF0,HURBLOW.LABUSKF,7.57246966501350482e-01
YIF0,HURBLOW.LABUSKIF,1.48412372466093445e+00
YIF0,HURBUPP.LABSK,8.97216508002237489e+00
alphaac,CAGEX,1.00000000000000000e+00
alphaac,CAGFO,1.00000000000000000e+00
alphaac,CAGOT,1.00000000000000000e+00
alphaac,CMINE,1.00000000000000000e+00
alphaac,CNAFO,1.00000000000000022e+00
alphaac,CNAHI,1.00000000000000000e+00
alphaac,CNALM,1.00000000000000022e+00
alphaac,CNASE,1.00000000000000022e+00
alphaq,CAGEX,1.38016820550942221e+00
alphaq,CAGFO,1.51847812702158813e+00
alphaq,CMINE,1.25863227336188666e+00
alphaq,CNAFO,1.22732571161075277e+00
alphaq,CNALM,1.98710144191064497e+00
alphaq,CNASE,1.05555227701210530e+00
alphat,CAGEX,2.07537323919619077e+00
alphat,CAGFO,3.35129329126449438e+00
alphat,CAGOT,7.33224367990937687e+00
alphat,CMINE,2.04034791601485299e+00
alphat,CNAFO,3.48005832054255215e+00
alphat,CNALM,2.56256492299711702e+00
alphat,CNASE,5.36476910389101480e+00
alphava,AAGEX,5.57992219642492771e+00
alphava,AAGFO,3.00616824943431427e+00
alphava,AAGOT,4.29146973908083140e+00
alphava,AMINE,2.07397539841619238e+00
alphava,ANAFO,5.56220506969481931e+00
alphava,ANAHI,2.12798318080302025e+01
alphava,ANALM,3.12643883823231095e+00
alphava,ANASE,1.91960873017508433e+01
betah,AAGEX.CAGEX.HLSLOW,0.00000000000000000e+00
betah,AAGEX.CAGEX.HLSUPP,0.00000000000000000e+00
betah,AAGEX.CAGEX.HSHHLD,0.00000000000000000e+00
betah,AAGEX.CAGEX.HURBLOW,0.00000000000000000e+00
betah,AAGEX.CAGEX.HURBUPP,0.00000000000000000e+00
betah,AAGEX.CAGFO.HLSLOW,0.00000000000000000e+00
betah,AAGEX.CAGFO.HLSUPP,0.00000000000000000e+00
betah,AAGEX.CAGFO.HSHHLD,0.00000000000000000e+00
betah,AAGEX.CAGFO.HURBLOW,0.00000000000000000e+00
betah,AAGEX.CAGFO.HURBUPP,0.00000000000000000e+00
betah,AAGEX.CAGOT.HLSLOW,0.00000000000000000e+00
betah,AAGEX.CAGOT.HLSUPP,0.00000000000000000e+00
betah,AAGEX.CAGOT.HSHHLD,0.00000000000000000e+00
betah,AAGEX.CAGOT.HURBLOW,0.00000000000000000e+00
betah,AAGEX.CAGOT.HURBUPP,0.00000000000000000e+00
betah,AAGEX.CMINE.HLSLOW,0.00000000000000000e+00
betah,AAGEX.CMINE.HLSUPP,0.00000000000000000e+00
betah,AAGEX.CMINE.HSHHLD,0.00000000000000000e+00
betah,AAGEX.CMINE.HURBLOW,0.00000000000000000e+00
betah,AAGEX.CMINE.HURBUPP,0.00000000000000000e+00
betah,AAGEX.CNAFO.HLSLOW,0.00000000000000000e+00
betah,AAGEX.CNAFO.HLSUPP,0.00000000000000000e+00
betah,AAGEX.CNAFO.HSHHLD,0.00000000000000000e+00
betah,AAGEX.CNAFO.HURBLOW,0.00000000000000000e+00
betah,AAGEX.CNAFO.HURBUPP,0.00000000000000000e+00
betah,AAGEX.CNAHI.HLSLOW,0.00000000000000000e+00
betah,AAGEX.CNAHI.HLSUPP,0.00000000000000000e+00
betah,AAGEX.CNAHI.HSHHLD,0.00000000000000000e+00
betah,AAGEX.CNAHI.HURBLOW,0.00000000000000000e+00
betah,AAGEX.CNAHI.HURBUPP,0.00000000000000000e+00
betah,AAGEX.CNALM.HLSLOW,0.00000000000000000e+00
betah,AAGEX.CNALM.HLSUPP,0.00000000000000000e+00
betah,AAGEX.CNALM.HSHHLD,0.00000000000000000e+00
betah,AAGEX.CNALM.HURBLOW,0.00000000000000000e+00
betah,AAGEX.CNALM.HURBUPP,0.00000000000000000e+00
betah,AAGEX.CNASE.HLSLOW,0.00000000000000000e+00
betah,AAGEX.CNASE.HLSUPP,0.00000000000000000e+00
betah,AAGEX.CNASE.HSHHLD,0.00000000000000000e+00
betah,AAGEX.CNASE.HURBLOW,0.00000000000000000e+00
betah,AAGEX.CNASE.HURBUPP,0.00000000000000000e+00
betah,AAGFO.CAGEX.HLSLOW,0.00000000000000000e+00
betah,AAGFO.CAGEX.HLSUPP,0.00000000000000000e+00
betah,AAGFO.CAGEX.HSHHLD,0.00000000000000000e+00
betah,AAGFO.CAGEX.HURBLOW,0.00000000000000000e+00
betah,AAGFO.CAGEX.HURBUPP,0.00000000000000000e+00
betah,AAGFO.CAGFO.HLSLOW,0.00000000000000000e+00
betah,AAGFO.CAGFO.HLSUPP,0.00000000000000000e+00
betah,AAGFO.CAGFO.HSHHLD,0.00000000000000000e+00
betah,AAGFO.CAGFO.HURBLOW,0.00000000000000000e+00
betah,AAGFO.CAGFO.HURBUPP,0.00000000000000000e+00
betah,AAGFO.CAGOT.HLSLOW,0.00000000000000000e+00
betah,AAGFO.CAGOT.HLSUPP,0.00000000000000000e+00
betah,AAGFO.CAGOT.HSHHLD,0.00000000000000000e+00
betah,AAGFO.CAGOT.HURBLOW,0.00000000000000000e+00
betah,AAGFO.CAGOT.HURBUPP,0.00000000000000000e+00
betah,AAGFO.CMINE.HLSLOW,0.00000000000000000e+00
betah,AAGFO.CMINE.HLSUPP,0.00000000000000000e+00
betah,AAGFO.CMINE.HSHHLD,0.00000000000000000e+00
betah,AAGFO.CMINE.HURBLOW,0.00000000000000000e+00
betah,AAGFO.CMINE.HURBUPP,0.00000000000000000e+00
betah,AAGFO.CNAFO.HLSLOW,0.00000000000000000e+00
betah,AAGFO.CNAFO.HLSUPP,0.00000000000000000e+00
betah,AAGFO.CNAFO.HSHHLD,0.00000000000000000e+00
betah,AAGFO.CNAFO.HURBLOW,0.00000000000000000e+00
betah,AAGFO.CNAFO.HURBUPP,0.00000000000000000e+00
betah,AAGFO.CNAHI.HLSLOW,0.00000000000000000e+00
betah,AAGFO.CNAHI.HLSUPP,0.00000000000000000e+00
betah,AAGFO.CNAHI.HSHHLD,0.00000000000000000e+00
betah,AAGFO.CNAHI.HURBLOW,0.00000000000000000e+00
betah,AAGFO.CNAHI.HURBUPP,0.00000000000000000e+00
betah,AAGFO.CNALM.HLSLOW,0.00000000000000000e+00
betah,AAGFO.CNALM.HLSUPP,0.00000000000000000e+00
betah,AAGFO.CNALM.HSHHLD,0.00000000000000000e+00
betah,AAGFO.CNALM.HURBLOW,0.00000000000000000e+00
betah,AAGFO.CNALM.HURBUPP,0.00000000000000000e+00
betah,AAGFO.CNASE.HLSLOW,0.00000000000000000e+00
betah,AAGFO.CNASE.HLSUPP,0.00000000000000000e+00
betah,AAGFO.CNASE.HSHHLD,0.00000000000000000e+00
betah,AAGFO.CNASE.HURBLOW,0.00000000000000000e+00
betah,AAGFO.CNASE.HURBUPP,0.00000000000000000e+00
betah,AAGOT.CAGEX.HLSLOW,0.00000000000000000e+00
betah,AAGOT.CAGEX.HLSUPP,0.00000000000000000e+00
betah,AAGOT.CAGEX.HSHHLD,0.00000000000000000e+00
betah,AAGOT.CAGEX.HURBLOW,0.00000000000000000e+00
betah,AAGOT.CAGEX.HURBUPP,0.00000000000000000e+00
betah,AAGOT.CAGFO.HLSLOW,0.00000000000000000e+00
betah,AAGOT.CAGFO.HLSUPP,0.00000000000000000e+00
betah,AAGOT.CAGFO.HSHHLD,0.00000000000000000e+00
betah,AAGOT.CAGFO.HURBLOW,0.00000000000000000e+00
betah,AAGOT.CAGFO.HURBUPP,0.00000000000000000e+00
betah,AAGOT.CAGOT.HLSLOW,0.00000000000000000e+00
betah,AAGOT.CAGOT.HLSUPP,0.00000000000000000e+00
betah,AAGOT.CAGOT.HSHHLD,0.00000000000000000e+00
betah,AAGOT.CAGOT.HURBLOW,0.00000000000000000e+00
betah,AAGOT.CAGOT.HURBUPP,0.00000000000000000e+00
betah,AAGOT.CMINE.HLSLOW,0.00000000000000000e+00
betah,AAGOT.CMINE.HLSUPP,0.00000000000000000e+00
betah,AAGOT.CMINE.HSHHLD,0.00000000000000000e+00
betah,AAGOT.CMINE.HURBLOW,0.00000000000000000e+00
betah,AAGOT.CMINE.HURBUPP,0.00000000000000000e+00
betah,AAGOT.CNAFO.HLSLOW,0.00000000000000000e+00
betah,AAGOT.CNAFO.HLSUPP,0.00000000000000000e+00
betah,AAGOT.CNAFO.HSHHLD,0.00000000000000000e+00
betah,AAGOT.CNAFO.HURBLOW,0.00000000000000000e+00
betah,AAGOT.CNAFO.HURBUPP,0.00000000000000000e+00
betah,AAGOT.CNAHI.HLSLOW,0.00000000000000000e+00
betah,AAGOT.CNAHI.HLSUPP,0.00000000000000000e+00
betah,AAGOT.CNAHI.HSHHLD,0.00000000000000000e+00
betah,AAGOT.CNAHI.HURBLOW,0.00000000000000000e+00
betah,AAGOT.CNAHI.HURBUPP,0.00000000000000000e+00
betah,AAGOT.CNALM.HLSLOW,0.00000000000000000e+00
betah,AAGOT.CNALM.HLSUPP,0.00000000000000000e+00
betah,AAGOT.CNALM.HSHHLD,0.00000000000000000e+00
betah,AAGOT.CNALM.HURBLOW,0.00000000000000000e+00
betah,AAGOT.CNALM.HURBUPP,0.00000000000000000e+00
betah,AAGOT.CNASE.HLSLOW,0.00000000000000000e+00
betah,AAGOT.CNASE.HLSUPP,0.00000000000000000e+00
betah,AAGOT.CNASE.HSHHLD,0.00000000000000000e+00
betah,AAGOT.CNASE.HURBLOW,0.00000000000000000e+00
betah,AAGOT.CNASE.HURBUPP,0.00000000000000000e+00
betah,AMINE.CAGEX.HLSLOW,0.00000000000000000e+00
betah,AMINE.CAGEX.HLSUPP,0.00000000000000000e+00
betah,AMINE.CAGEX.HSHHLD,0.00000000000000000e+00
betah,AMINE.CAGEX.HURBLOW,0.00000000000000000e+00
betah,AMINE.CAGEX.HURBUPP,0.00000000000000000e+00
betah,AMINE.CAGFO.HLSLOW,0.00000000000000000e+00
betah,AMINE.CAGFO.HLSUPP,0.00000000000000000e+00
betah,AMINE.CAGFO.HSHHLD,0.00000000000000000e+00
betah,AMINE.CAGFO.HURBLOW,0.00000000000000000e+00
betah,AMINE.CAGFO.HURBUPP,0.00000000000000000e+00
betah,AMINE.CAGOT.HLSLOW,0.00000000000000000e+00
betah,AMINE.CAGOT.HLSUPP,0.00000000000000000e+00
betah,AMINE.CAGOT.HSHHLD,0.00000000000000000e+00
betah,AMINE.CAGOT.HURBLOW,0.00000000000000000e+00
betah,AMINE.CAGOT.HURBUPP,0.00000000000000000e+00
betah,AMINE.CMINE.HLSLOW,0.00000000000000000e+00
betah,AMINE.CMINE.HLSUPP,0.00000000000000000e+00
betah,AMINE.CMINE.HSHHLD,0.00000000000000000e+00
betah,AMINE.CMINE.HURBLOW,0.00000000000000000e+00
betah,AMINE.CMINE.HURBUPP,0.00000000000000000e+00
betah,AMINE.CNAFO.HLSLOW,0.00000000000000000e+00
betah,AMINE.CNAFO.HLSUPP,0.00000000000000000e+00
betah,AMINE.CNAFO.HSHHLD,0.00000000000000000e+00
betah,AMINE.CNAFO.HURBLOW,0.00000000000000000e+00
betah,AMINE.CNAFO.HURBUPP,0.00000000000000000e+00
betah,AMINE.CNAHI.HLSLOW,0.00000000000000000e+00
betah,AMINE.CNAHI.HLSUPP,0.00000000000000000e+00
betah,AMINE.CNAHI.HSHHLD,0.00000000000000000e+00
betah,AMINE.CNAHI.HURBLOW,0.00000000000000000e+00
betah,AMINE.CNAHI.HURBUPP,0.00000000000000000e+00
betah,AMINE.CNALM.HLSLOW,0.00000000000000000e+00
betah,AMINE.CNALM.HLSUPP,0.00000000000000000e+00
betah,AMINE.CNALM.HSHHLD,0.00000000000000000e+00
betah,AMINE.CNALM.HURBLOW,0.00000000000000000e+00
betah,AMINE.CNALM.HURBUPP,0.00000000000000000e+00
betah,AMINE.CNASE.HLSLOW,0.00000000000000000e+00
betah,AMINE.CNASE.HLSUPP,0.00000000000000000e+00
betah,AMINE.CNASE.HSHHLD,0.00000000000000000e+00
betah,AMINE.CNASE.HURBLOW,0.00000000000000000e+00
betah,AMINE.CNASE.HURBUPP,0.00000000000000000e+00
betah,ANAFO.CAGEX.HLSLOW,0.00000000000000000e+00
betah,ANAFO.CAGEX.HLSUPP,0.00000000000000000e+00
betah,ANAFO.CAGEX.HSHHLD,0.00000000000000000e+00
betah,ANAFO.CAGEX.HURBLOW,0.00000000000000000e+00
betah,ANAFO.CAGEX.HURBUPP,0.00000000000000000e+00
betah,ANAFO.CAGFO.HLSLOW,0.00000000000000000e+00
betah,ANAFO.CAGFO.HLSUPP,0.00000000000000000e+00
betah,ANAFO.CAGFO.HSHHLD,0.00000000000000000e+00
betah,ANAFO.CAGFO.HURBLOW,0.00000000000000000e+00
betah,ANAFO.CAGFO.HURBUPP,0.00000000000000000e+00
betah,ANAFO.CAGOT.HLSLOW,0.00000000000000000e+00
betah,ANAFO.CAGOT.HLSUPP,0.00000000000000000e+00
betah,ANAFO.CAGOT.HSHHLD,0.00000000000000000e+00
betah,ANAFO.CAGOT.HURBLOW,0.00000000000000000e+00
betah,ANAFO.CAGOT.HURBUPP,0.00000000000000000e+00
betah,ANAFO.CMINE.HLSLOW,0.00000000000000000e+00
betah,ANAFO.CMINE.HLSUPP,0.00000000000000000e+00
